ID,Code,BName,Address,City,State,PostalCode,Phone,sapStoreCode,sapStoreTypeCode,storeZone,storeLocation,storeCarpetArea,areaGrading,rsmName,rsmEmail,rsmEmployeeCode,asmName,asmEmail,asmEmployeeCode,serverID,GSTIN,businessPhone,landline,removedDetail,merchandiser,merchandiser1,customRegion,StoreCode,storeManager,lic,emailID
254,ST0254,Wali-Devan - Vadodara,"H.No. 59
Gade Marg
Chittoor-222544",Vadodara,Gujarat,072333,+915881919908,SAP0254,OUTLET,East,Standalone,2332,B,Nisha Kothari,tanejajairaj@example.net,RSM1003,Vasana Murthy,robert25@example.net,ASM1567,SRV391,29AQEJA5920H4Z6,8461546208,+913478981034,1988-05-25,Rishi Khatri,Nidra Sami,REG5,ST0254,Oscar Mani,LIC82569,qchatterjee@example.net
255,ST0255,Buch-Mahal - Patna,"22, Chauhan Ganj, Sambhal-391134",Patna,Bihar,398456,+911200136905,SAP0255,FLAGSHIP,North,Mall,2385,B+,Rachit Vala,chakradhardua@example.net,RSM3557,Darika Malhotra,kaiagrawal@example.net,ASM3267,SRV371,21SHHIZ5920C7Z4,05652506274,+917572777129,,Netra Nagi,Yauvani Khanna,REG8,ST0255,Pushti Hayre,LIC32662,girishdugal@example.net
256,ST0256,Barad-Dhar - Visakhapatnam,"H.No. 79
D’Alia Zila, Ahmednagar-910947",Visakhapatnam,Andhra Pradesh,975709,4245125773,SAP0256,RETAIL,Central,Shopping Complex,653,C,Balhaar Dewan,watika02@example.com,RSM7251,Sanaya Kala,amrita08@example.org,ASM2285,SRV898,11YKLNN2974Y4Z1,+917344913167,2851555916,,Nathaniel Bajaj,Anika Mangat,REG1,ST0256,Urishilla Madan,LIC49948,anshoza@example.net
257,ST0257,Lalla Inc - Patna,"H.No. 776
Madan Path, Orai-282680",Patna,Bihar,122041,+910447323471,SAP0257,RETAIL,East,Street,1838,C,Harinakshi Ram,henry70@example.org,RSM4617,Mugdha Buch,kashvi52@example.org,ASM3509,SRV151,31XMOYT9269C4Z7,03447968952,5621281822,,Chakradhar Virk,Sachi Ramaswamy,REG3,ST0257,Anmol Mukhopadhyay,LIC54062,mtailor@example.com
258,ST0258,Maharaj-Varma - Bangalore,"46
Sodhi, Gorakhpur 221385",Bangalore,Karnataka,685713,2760619763,SAP0258,FRANCHISE,Central,Mall,2745,B,Neha Sahota,suhani93@example.com,RSM5301,Lakshit Kota,kantjanani@example.com,ASM2393,SRV508,26NYWEY3209P9Z4,8944292019,0298899892,,Abha Ahluwalia,Netra Chaudhry,REG4,ST0258,Aahana Choudhury,LIC83553,jaikunda@example.com
259,ST0259,Bhattacharyya-Hans - Patna,"H.No. 02
Dutt Street
Rewa-823535",Patna,Bihar,407313,01108445855,SAP0259,FLAGSHIP,South,Mall,1590,B,Geetika Sibal,solankijairaj@example.com,RSM6298,Anya Kata,daryoshita@example.com,ASM2467,SRV215,31NNLLG6254L1Z5,0257085416,5974857922,,Dhriti Balan,Panini Bahl,REG8,ST0259,Pallavi Subramaniam,LIC91681,waliarudra@example.net
260,ST0260,Som Group - Kolkata,"H.No. 20, Sastry Nagar
Agartala-464316",Kolkata,West Bengal,000308,3248224417,SAP0260,FRANCHISE,North,Street,1317,B+,Tanay Guha,zinalgole@example.net,RSM3555,Dev Vig,ebalay@example.org,ASM2405,SRV215,33BHTEJ1225K2Z5,+911726843078,5126663771,,Yadavi Grewal,,REG4,ST0260,Aadi Bala,LIC80517,anmolbala@example.org
261,ST0261,"Chaudhry, Balasubramanian and Suri - Pune","47/802
Arya Zila, Chandrapur 687432",Pune,Maharashtra,746590,+916069827555,SAP0261,FLAGSHIP,Central,Shopping Complex,2747,B,Abeer Chana,jagdishnadig@example.com,RSM3315,Yahvi Cheema,naidukiaan@example.net,ASM1301,SRV485,28VQBIF1984J4Z5,4511908558,+911377094837,2000-06-13,Isha Mangal,Manbir Garde,REG1,ST0261,Krishna Upadhyay,LIC18729,raisneha@example.com
262,ST0262,Srivastava and Sons - Indore,"83/589
Devi, Jabalpur-656978",Indore,Madhya Pradesh,574027,03385750428,SAP0262,OUTLET,East,Mall,578,B+,Rehaan Mani,hemangmuni@example.net,RSM7332,Ucchal Bandi,megha47@example.org,ASM4787,SRV489,26WDKPT9709C3Z4,+917152597129,06717779445,,Bimala Sawhney,Noah Pillai,REG1,ST0262,Aarini Chahal,LIC15210,csama@example.com
263,ST0263,Yogi Group - Ahmedabad,"10/407, Deep Ganj, Visakhapatnam-445592",Ahmedabad,Gujarat,810881,05200513038,SAP0263,OUTLET,East,Standalone,2111,A,Eshana Mukhopadhyay,chandranprabhakar@example.net,RSM1301,Vasudha Joshi,chandani85@example.net,ASM6681,SRV800,21LUJHQ5519Z1Z5,+917466164749,1440765770,,Darsh Minhas,Ganga Hari,REG1,ST0263,Qadim Bose,LIC82737,indrajitkulkarni@example.com
264,ST0264,Sane-Dara - Jaipur,"H.No. 24
Mallick Nagar
Thrissur 826521",Jaipur,Rajasthan,378379,+914685532400,SAP0264,FLAGSHIP,South,Shopping Complex,2109,A,Tanay Balasubramanian,inaya18@example.org,RSM2438,Niharika Arora,arajagopalan@example.org,ASM7262,SRV633,31TUVHN4938S3Z7,00240225719,05361313083,,Barkha Memon,Reva Lal,REG6,ST0264,Fariq Narasimhan,LIC68873,qtiwari@example.com
265,ST0265,Rajagopalan and Sons - Vadodara,"382
Saini Chowk
Bellary 904534",Vadodara,Gujarat,091467,4499829854,SAP0265,FLAGSHIP,South,Street,2879,C,Jeevika Badami,norigauri@example.net,RSM4314,Akshay Gala,pbalay@example.com,ASM3262,SRV416,32WQENY3378U3Z6,02037051295,+917173348283,1971-06-18,Gavin Dutta,Yatan Khatri,REG2,ST0265,Oliver Kari,LIC34134,amaira02@example.org
266,ST0266,"Thaker, Sethi and Sinha - Kanpur","123
Datta Ganj
Vijayawada-632739",Kanpur,Uttar Pradesh,864632,+913999653583,SAP0266,FLAGSHIP,North,Shopping Complex,2195,B,Bakhshi Natarajan,urviratta@example.org,RSM5970,Yasti Bhandari,kalpitmadan@example.net,ASM8258,SRV863,36UXIEY4079D3Z3,5063395881,05534987656,2024-05-14,Rajeshri Saha,Harshil Amble,REG10,ST0266,Yashawini Sodhi,LIC44978,reyanshbiswas@example.org
267,ST0267,Soman-Manda - Ahmedabad,"74/05, Savant
Tiruvottiyur 913589",Ahmedabad,Gujarat,113577,06406751213,SAP0267,FLAGSHIP,South,Mall,1971,A+,Dipta Hayre,hchhabra@example.com,RSM8808,Osha Mahajan,libni18@example.com,ASM3196,SRV614,37TPWUL4014M8Z8,5028363127,6369080417,,Shivansh Chahal,,REG1,ST0267,Anamika Sheth,LIC63554,raghavangaurangi@example.com
268,ST0268,"Purohit, Chaudry and Pall - Mumbai","H.No. 41
Chakrabarti Zila
Bhusawal 797385",Mumbai,Maharashtra,557267,02899772497,SAP0268,OUTLET,West,Street,1330,A,Laksh Lalla,bakhshipatla@example.com,RSM2083,Nitesh Wable,pranitthaker@example.com,ASM3901,SRV549,37TPWKO5043N7Z1,9001813236,+915048464340,,Yuvraj Saraf,Sarthak Kara,REG6,ST0268,Ojasvi Kannan,LIC61662,bathurmi@example.net
269,ST0269,"Brahmbhatt, Menon and Chauhan - Vadodara","H.No. 89, Kuruvilla Path, Ratlam 599663",Vadodara,Gujarat,675830,+915774529583,SAP0269,RETAIL,Central,Mall,2349,B,Siddharth Chahal,irya05@example.org,RSM1694,Viraj Narasimhan,ayush21@example.org,ASM5025,SRV631,27MXBRM9456Y1Z4,+915828117614,07428084333,,Dominic Hari,Ladli Bhagat,REG5,ST0269,Widisha Krishna,LIC47475,lchopra@example.com
270,ST0270,Bahl LLC - Bhopal,"71, Muni
Hajipur 254035",Bhopal,Madhya Pradesh,864992,3079675233,SAP0270,FLAGSHIP,West,Shopping Complex,723,C,Gautam Luthra,dhriti81@example.com,RSM3330,Chavvi Dugal,shravya20@example.net,ASM8595,SRV949,30OCXQD3945Y9Z3,06714341930,+916548574570,,Anamika Sodhi,Lavanya Sarna,REG1,ST0270,Veer Chokshi,LIC33445,saumyatandon@example.org
271,ST0271,"Lad, Deol and Dass - Bhopal","96/15
Yohannan Circle, Sri Ganganagar 087763",Bhopal,Madhya Pradesh,438755,2619695941,SAP0271,FLAGSHIP,West,Mall,1524,B+,Oeshi Som,veertrivedi@example.com,RSM3686,Madhav Chadha,kkuruvilla@example.com,ASM3024,SRV193,13WOULC9582W7Z9,02795654897,+918418872731,,Krishna Hans,,REG9,ST0271,Oeshi Mandal,LIC59886,nmangal@example.org
272,ST0272,Bhakta Group - Delhi,"05/67, Tata Path
Surat-255601",Delhi,Delhi,448616,01206343376,SAP0272,FLAGSHIP,East,Street,1164,A,Jagvi Memon,boradominic@example.net,RSM3930,Zilmil Pandit,devidaniel@example.com,ASM1840,SRV529,19JXYOJ3960D3Z4,3201575876,0055604745,1981-05-16,Chandresh Mallick,Sanaya Mani,REG1,ST0272,Balhaar Gokhale,LIC70115,aarnav66@example.net
273,ST0273,"Balasubramanian, Mangal and Chandra - Visakhapatnam","H.No. 98
Ray Chowk
Srinagar-565855",Visakhapatnam,Andhra Pradesh,723801,+919684992617,SAP0273,FRANCHISE,Central,Mall,2990,B,Ayaan Vohra,dborde@example.org,RSM4897,Charan Kota,saumya19@example.com,ASM4553,SRV702,31PONOC1107H9Z5,1337205542,8047802054,,Sudiksha Golla,Aahana Sanghvi,REG4,ST0273,Chatresh D’Alia,LIC16411,rajeshri92@example.net
274,ST0274,Bhattacharyya LLC - Hyderabad,"397, Sant Path, Gaya-986351",Hyderabad,Telangana,084632,3377243436,SAP0274,FLAGSHIP,North,Shopping Complex,650,A,Qabil Arora,msarma@example.org,RSM1531,Lohit Bhatia,pnaidu@example.com,ASM5889,SRV439,12BDNFF5659T9Z3,02060030813,02450485799,,Vritti Varughese,Vanya Dey,REG6,ST0274,Noah Vaidya,LIC14697,anamika11@example.com
275,ST0275,Kar-Mannan - Bangalore,"H.No. 67
Sood Circle, Bhalswa Jahangir Pur-088920",Bangalore,Karnataka,765542,+916844637513,SAP0275,OUTLET,East,Shopping Complex,2052,A+,Saumya Rastogi,vivaansant@example.com,RSM8001,Advik Dora,iratti@example.com,ASM2063,SRV399,25EDWIK9635N9Z4,+910573083848,+913419673891,,Arya Walla,Gaurav Chad,REG2,ST0275,Isaac Dalal,LIC84890,kalitapavani@example.net
276,ST0276,Sibal Inc - Patna,"H.No. 56, Sawhney Ganj, Khammam 035330",Patna,Bihar,369041,+910246562767,SAP0276,RETAIL,West,Shopping Complex,2249,C,Megha Dani,vinaya25@example.org,RSM6185,Bhanumati Mani,jagratijayaraman@example.net,ASM5254,SRV638,28TLETS9132Q8Z8,02409117083,+916255339302,,Girindra Kadakia,Saksham Dora,REG4,ST0276,Lopa Bassi,LIC48074,zpatla@example.org
277,ST0277,"Nagar, Chad and Vala - Pune","83, Pradhan Marg, Kolhapur 866797",Pune,Maharashtra,402259,+912490864123,SAP0277,RETAIL,North,Mall,2404,A+,Daniel Badal,satheindrajit@example.com,RSM4396,Andrew Kota,garima48@example.com,ASM7793,SRV523,11KLRZU4478A4Z5,+911937135532,6659688127,,Zayan Srivastava,,REG5,ST0277,Keya Bains,LIC76412,bina77@example.com
278,ST0278,Chandran LLC - Vadodara,"47
Shenoy Zila, Jamalpur-002916",Vadodara,Gujarat,661632,5252500509,SAP0278,OUTLET,North,Mall,1865,B+,Tejas Taneja,pateljagdish@example.com,RSM7488,Harita Gupta,idhar@example.net,ASM1477,SRV952,15GKKVP8774Z1Z3,+910700347656,8777275130,,Akshay Bajaj,Rajeshri Boase,REG9,ST0278,Ladli Desai,LIC53923,mradhakrishnan@example.com
279,ST0279,Chander-Gade - Bhopal,"17/08, Shere Zila, Kottayam 801905",Bhopal,Madhya Pradesh,677801,2707887679,SAP0279,FRANCHISE,North,Shopping Complex,2814,B+,Fiyaz Ratti,yashvitripathi@example.org,RSM9779,Lajita Hayer,opandya@example.com,ASM1306,SRV313,28VKZZL2084E5Z1,9906715952,2384134962,,Lakshmi Upadhyay,Neel Som,REG9,ST0279,Azaan Hayer,LIC31753,deepa19@example.com
280,ST0280,Walia-Soni - Indore,"239, Singhal Street, Chennai 882935",Indore,Madhya Pradesh,689649,09413583676,SAP0280,FLAGSHIP,Central,Mall,1762,B+,Kiaan Narayanan,ngara@example.com,RSM1518,Caleb Choudhry,warhi57@example.net,ASM5448,SRV523,12PHLOJ4541Q5Z3,07720041521,+917317844924,,Ubika Maharaj,Ubika More,REG4,ST0280,Arunima Shroff,LIC22137,obarad@example.org
281,ST0281,Bajwa and Sons - Bhopal,"H.No. 418, Badami Road
Bijapur 789466",Bhopal,Madhya Pradesh,499860,09438651731,SAP0281,RETAIL,West,Street,1279,B+,Gautami Oak,raghavanlila@example.net,RSM8921,Arjun Bhatti,rajeshri90@example.com,ASM9579,SRV417,34KEYDQ3174G1Z8,7692769161,05503772474,,Faraj Rao,Megha Dube,REG2,ST0281,Farhan Koshy,LIC10538,charan35@example.org
282,ST0282,Devan-Wagle - Lucknow,"223, Wali Zila
Sultan Pur Majra-076637",Lucknow,Uttar Pradesh,000091,+916674304577,SAP0282,RETAIL,Central,Mall,1865,B,Manya Patil,bhatmeghana@example.org,RSM1755,Sneha Boase,ekbal30@example.net,ASM2689,SRV633,34VXJAS6114U4Z6,03350938946,+912794784092,,Manthan Menon,,REG9,ST0282,Dipta Tripathi,LIC51831,khoslaaadhya@example.com
283,ST0283,Krish Group - Bhopal,"93, Choudhury Chowk, Korba-185729",Bhopal,Madhya Pradesh,802284,+911330758825,SAP0283,RETAIL,East,Street,1145,B+,Yadavi Sachar,leela76@example.com,RSM2875,Leena Edwin,gautami21@example.org,ASM1249,SRV737,27QDGRL6218I3Z5,+911269152874,6623434774,,Gagan Sharaf,,REG5,ST0283,Champak Palla,LIC90381,atara@example.org
284,ST0284,Bail and Sons - Kanpur,"H.No. 083
Sahni Ganj
Madurai 503369",Kanpur,Uttar Pradesh,890282,08090383391,SAP0284,FRANCHISE,North,Street,618,B,Prisha Atwal,aradhana65@example.net,RSM1826,Ekiya Sarna,raagini09@example.com,ASM2735,SRV492,11CNMFW8304T6Z5,06312480722,08257990916,,Jackson Mani,,REG9,ST0284,Yahvi Johal,LIC20295,mitali19@example.org
285,ST0285,Mistry and Sons - Bhopal,"039
Bains Marg
Khandwa 003213",Bhopal,Madhya Pradesh,478065,08845840326,SAP0285,FLAGSHIP,North,Standalone,898,B,Gaurika Chaudhary,tanvibali@example.org,RSM6085,Azaan Sachdev,triyabalasubramanian@example.net,ASM8625,SRV581,17HETIL7423F6Z6,+916702936798,01137766256,,Garima Tara,,REG8,ST0285,Faqid Oommen,LIC24796,ykant@example.org
286,ST0286,"Dube, Ratta and Dua - Nagpur","459, Bhalla Marg, Vijayanagaram 948869",Nagpur,Maharashtra,761303,1159635277,SAP0286,FRANCHISE,West,Street,1656,B+,Wridesh Mukhopadhyay,reva12@example.org,RSM3087,Vansha Narayan,vrishtimishra@example.org,ASM9322,SRV205,22WZDKR2162Z5Z9,1080849724,5783290719,,Jackson Mallick,Watika Manne,REG4,ST0286,Barkha Radhakrishnan,LIC91379,wridesh01@example.com
287,ST0287,Rao-Oza - Ahmedabad,"H.No. 67, Lall Ganj, Dhanbad 292251",Ahmedabad,Gujarat,355634,00158766284,SAP0287,FLAGSHIP,West,Standalone,770,B+,Gabriel Kapadia,gayathrisachdeva@example.com,RSM4411,Megha Choudhary,patlamaanav@example.com,ASM8063,SRV903,23SZKRW4869F2Z8,03791126529,9736942057,,Upasna Thakkar,Vasatika Balasubramanian,REG6,ST0287,Ganga Raju,LIC82756,garatanish@example.com
288,ST0288,Sur-Hans - Chennai,"74
Kamdar Path
Bathinda 914060",Chennai,Tamil Nadu,702742,+918933114485,SAP0288,FRANCHISE,South,Shopping Complex,2162,A+,Baljiwan Bhakta,perilavanya@example.org,RSM2781,Urvi Tank,bosevihaan@example.org,ASM7208,SRV435,25UVBCG3276S1Z3,02359231291,+911779571250,,Sanaya Sethi,Gayathri Shetty,REG5,ST0288,Dalbir Sur,LIC61115,hpau@example.org
289,ST0289,Sethi-Sahni - Bhopal,"H.No. 717, Mane Chowk
Ramgarh 806707",Bhopal,Madhya Pradesh,831264,09627459088,SAP0289,FLAGSHIP,South,Shopping Complex,1727,C,Chakradev Agrawal,manyakeer@example.org,RSM5989,Fitan Yogi,lchauhan@example.com,ASM8122,SRV835,21CSATQ7622E5Z1,+910276170705,+911441744794,,Faraj Chad,Amrita Bhatti,REG1,ST0289,Dakshesh Choudhury,LIC10110,owensahota@example.org
290,ST0290,Sibal Group - Vadodara,"H.No. 95, Reddy Nagar, Tadipatri 418998",Vadodara,Gujarat,961863,04164632348,SAP0290,OUTLET,North,Shopping Complex,627,A,Ojasvi Modi,jananibahri@example.net,RSM8073,Manthan Parmar,rsengupta@example.org,ASM7459,SRV740,20WMMMN9931G3Z8,+911882192460,7215684391,,Leena Banerjee,Fiyaz Upadhyay,REG6,ST0290,Tripti Reddy,LIC64687,chakradevmaster@example.org
291,ST0291,Lala-Dash - Kolkata,"92
Devan Road, Durg-350988",Kolkata,West Bengal,468409,07722097660,SAP0291,OUTLET,South,Street,547,A+,Ekbal Karan,kwalla@example.net,RSM1257,Ikbal Kade,niharika44@example.com,ASM3359,SRV838,25VNECE7813O7Z3,9504635662,04320843878,,Indrajit Prasad,Yamini Nagar,REG8,ST0291,Amruta Setty,LIC60425,beratristan@example.net
292,ST0292,Sem PLC - Nagpur,"32/206, Om Path, Surat-897373",Nagpur,Maharashtra,363434,1514882428,SAP0292,FLAGSHIP,South,Standalone,2976,A+,Hamsini Purohit,smore@example.org,RSM9161,Eiravati Muni,dhaliwalurvi@example.org,ASM4878,SRV829,26INRSL1548B8Z6,08483863737,7349792730,,Ridhi Gokhale,Madhavi Parikh,REG2,ST0292,Garima Karnik,LIC28623,rajeshrimadan@example.net
293,ST0293,Sachar Inc - Patna,"61/336, Vasa Zila, Raipur 546945",Patna,Bihar,497214,04888243754,SAP0293,OUTLET,West,Mall,2643,C,Ubika Hegde,oeshiupadhyay@example.com,RSM2449,Ekansh Upadhyay,mohammed67@example.org,ASM5017,SRV583,30XVVCV9834Z5Z1,00067668496,4076558270,,Frederick Ravel,Ojasvi Subramanian,REG1,ST0293,Lakshit Rege,LIC71455,divanbrinda@example.com
294,ST0294,Sahni-Dasgupta - Bhopal,"25/857, Prabhu Circle, Rajahmundry-141879",Bhopal,Madhya Pradesh,151423,6279113874,SAP0294,FRANCHISE,Central,Shopping Complex,2224,B+,Dalaja Bava,patiladya@example.org,RSM5827,Alka Kala,omeshana@example.net,ASM5738,SRV271,11WTXJX5267B8Z3,05455725318,+918945847222,,Triya Patil,Ekapad Sekhon,REG5,ST0294,Barkha Basu,LIC91830,kshanker@example.net
295,ST0295,"Srinivasan, Gulati and Ganesan - Mumbai","85
Rau Path, Vijayawada-463586",Mumbai,Maharashtra,531388,+919355774359,SAP0295,OUTLET,West,Mall,1019,C,Mahika Bhatt,vbarman@example.net,RSM2259,Vyanjana Hayer,sarinsachi@example.net,ASM5552,SRV358,14TIIIA2827T3Z3,4249027602,+913728537667,,Onveer Aggarwal,Jackson Devi,REG3,ST0295,Maya Ahuja,LIC44242,nrattan@example.com
296,ST0296,Dhar and Sons - Ahmedabad,"62/79
Mandal Chowk
Adoni-635016",Ahmedabad,Gujarat,725655,04596261310,SAP0296,FRANCHISE,South,Mall,1904,A+,Aarna Nagar,arunima36@example.net,RSM3376,Krish Raman,ymander@example.org,ASM3525,SRV957,25YNYMH8211X3Z4,+911402470154,02033758030,,Tara Gill,Patrick Hegde,REG1,ST0296,Atharv Srinivasan,LIC94182,msridhar@example.net
297,ST0297,D’Alia LLC - Jaipur,"711, Dhawan Path, Bhalswa Jahangir Pur-397261",Jaipur,Rajasthan,379653,2856558320,SAP0297,RETAIL,North,Street,2400,B,Eta Chacko,yatan17@example.com,RSM8802,Gaurang Swaminathan,seshadriupkaar@example.org,ASM5937,SRV587,33YRHMV7390P5Z3,+916224263823,09794764703,,Udant Sidhu,Harita Shroff,REG5,ST0297,Januja Mody,LIC68827,vasudhachandran@example.com
298,ST0298,"Barad, Rau and Kaul - Indore","05/07
Pradhan Marg
Shimoga-270539",Indore,Madhya Pradesh,232433,7857752488,SAP0298,OUTLET,Central,Mall,898,C,Ansh Sodhi,sai99@example.net,RSM6797,Ikshita Prasad,barkhakamdar@example.org,ASM8074,SRV725,30IKIIZ2610I7Z8,5417711748,02778451881,,Shivani Naik,Naksh Nanda,REG10,ST0298,Fariq Parmer,LIC35549,psom@example.net
299,ST0299,Sankar LLC - Patna,"H.No. 10
Ray Circle, Sagar 182453",Patna,Bihar,058969,9672734196,SAP0299,OUTLET,South,Shopping Complex,2743,A+,Gabriel Om,qbhavsar@example.net,RSM1138,Lajita Kuruvilla,kai21@example.org,ASM2113,SRV112,23DQDVO6759H5Z5,5640882052,+911368525292,,Harrison Rattan,,REG2,ST0299,Hema Zachariah,LIC17455,bbajaj@example.net
300,ST0300,Divan Inc - Pune,"14/94, Golla Nagar, Durgapur-092309",Pune,Maharashtra,151100,04645111167,SAP0300,RETAIL,North,Mall,2976,A,Faris Ghose,indrajit27@example.org,RSM7159,Chaman Merchant,udyatisaran@example.org,ASM4027,SRV213,32FIJOV2240U8Z5,04861548568,1947210802,,Anirudh Salvi,Radha Bhardwaj,REG6,ST0300,Zayan Sampath,LIC43729,swadhwa@example.org
301,ST0301,Buch LLC - Hyderabad,"H.No. 745, Grewal Zila, Morena 710059",Hyderabad,Telangana,820859,+911424514843,SAP0301,RETAIL,East,Mall,2067,B,Kevin Kibe,nathaniel36@example.net,RSM6450,Dayamai Mall,ekalinga21@example.net,ASM1984,SRV364,36IFOCP4287T7Z3,04757303635,9081863852,,Jyoti Mahajan,,REG9,ST0301,Faraj Sinha,LIC66525,tellajai@example.org
302,ST0302,Reddy PLC - Pune,"26/78
Jaggi Ganj, Bikaner-448496",Pune,Maharashtra,732025,02153726467,SAP0302,RETAIL,West,Shopping Complex,923,A+,Laban Aurora,basuindali@example.com,RSM2194,Sanya Chandran,krishnarattan@example.com,ASM2153,SRV685,33IYOAP3438U1Z1,9222262164,+918482018014,,Zayan Ramachandran,,REG6,ST0302,Mohini Bhatti,LIC61292,isaachari@example.net
303,ST0303,Kala Ltd - Mumbai,"17/26, Bath Circle, Vijayanagaram 402884",Mumbai,Maharashtra,108641,+913358676822,SAP0303,FRANCHISE,West,Standalone,2154,A+,Daniel Subramaniam,kalasamesh@example.org,RSM9849,Wyatt Sheth,qkoshy@example.com,ASM4700,SRV103,22WYPDS9770L6Z5,1421421634,1005499992,,Rushil Tripathi,Hemal Palan,REG2,ST0303,Rayaan Chopra,LIC57887,unarang@example.com
304,ST0304,"Natarajan, Saran and Kari - Vadodara","H.No. 65
Modi Zila, Gopalpur 624514",Vadodara,Gujarat,938508,+916724692623,SAP0304,OUTLET,North,Standalone,1687,A,Maanas Sangha,veda28@example.com,RSM3893,Hitesh Choudhury,maxnarayan@example.net,ASM1644,SRV493,31GJWMD6886P2Z8,+915124207883,4051001771,,Osha Sharaf,,REG4,ST0304,Akshay Pal,LIC13324,korpalcharvi@example.com
305,ST0305,Rama-Nagar - Ahmedabad,"H.No. 718, Mutti Zila, Nashik 272539",Ahmedabad,Gujarat,667772,6767553889,SAP0305,FRANCHISE,West,Mall,2714,B+,Sai Bhatia,riya37@example.net,RSM9186,Ishwar Brar,zaitraraval@example.com,ASM9748,SRV954,35OABKB6533Z1Z7,5788362805,02532611824,,Azaan Uppal,Onveer Walla,REG9,ST0305,Gautam Dar,LIC70079,vsaxena@example.net
306,ST0306,Dhar-Kibe - Vadodara,"64/85, Atwal Path
Miryalaguda 497303",Vadodara,Gujarat,049751,05115317971,SAP0306,FLAGSHIP,Central,Street,795,A+,Riya Padmanabhan,yagnesh50@example.org,RSM3319,Isha Bhalla,smerchant@example.net,ASM9010,SRV769,10PTBHW3138A3Z1,9817108460,4035317197,,Darsh Edwin,Madhavi Hegde,REG2,ST0306,Aarav Viswanathan,LIC69793,sarafqasim@example.com
307,ST0307,Ramakrishnan-Tella - Hyderabad,"35
Kashyap Chowk
Deoghar-046809",Hyderabad,Telangana,124924,9453183074,SAP0307,RETAIL,North,Mall,2536,C,Vanya Kapadia,yvohra@example.net,RSM4613,Arjun Kunda,diptakalla@example.net,ASM2033,SRV923,16NKZXV7586K2Z9,5102307776,0882736639,,Pahal Krishnan,Adya Madan,REG4,ST0307,Rishi Oak,LIC15975,indira97@example.org
308,ST0308,Bakshi Inc - Hyderabad,"15/498, Pall Street, Tirupati 249532",Hyderabad,Telangana,812716,+912910171467,SAP0308,OUTLET,North,Mall,1621,A,Yutika Chandra,arunima51@example.net,RSM7801,Udant Dugar,waida35@example.net,ASM3753,SRV813,21RFOHS1666E2Z7,09150821337,+919729375033,,Benjamin Chaudhry,,REG8,ST0308,Yamini Warrior,LIC20580,oscar75@example.net
309,ST0309,"Pandey, Devi and Mohan - Mumbai","533
Doctor
Mangalore-802646",Mumbai,Maharashtra,889960,07204931044,SAP0309,RETAIL,South,Mall,2931,B+,Yashica Bassi,abhimanyubal@example.com,RSM7819,Wishi Karpe,kdutt@example.net,ASM8798,SRV808,14GEUIQ8379N4Z3,09731372926,02074563491,,Fitan Boase,,REG3,ST0309,Samaksh Pingle,LIC75521,sarrafsanya@example.org
310,ST0310,"Manne, Sengupta and Sura - Bangalore","11/70, Dubey Nagar, Akola 342302",Bangalore,Karnataka,602852,+913234973141,SAP0310,OUTLET,East,Standalone,518,C,Urmi Bhatti,jaiborde@example.net,RSM4860,David Ranganathan,narasimhanjacob@example.net,ASM4144,SRV220,26DTLYR9315H8Z4,3954307340,6140704364,,Ekansh Balakrishnan,,REG3,ST0310,Finn Pai,LIC99816,krishnaavi@example.net
311,ST0311,Raja Inc - Visakhapatnam,"H.No. 05
Rajagopalan Marg, Saharsa 883114",Visakhapatnam,Andhra Pradesh,793306,+914122844895,SAP0311,FRANCHISE,South,Street,676,A+,Laksh Narula,khareoni@example.org,RSM6966,Gopal Bhasin,randhawadominic@example.com,ASM5670,SRV314,23IKTZY8424B2Z1,8482828852,+914135305640,,Qasim Kapadia,,REG1,ST0311,Darpan Mangat,LIC73577,vyanjana24@example.net
312,ST0312,Manda-Menon - Patna,"52, Mody Zila, Sambalpur-721855",Patna,Bihar,896805,+918134226038,SAP0312,RETAIL,North,Street,2321,C,Garima Jani,lakshmikaran@example.com,RSM6340,Jack Virk,zdas@example.com,ASM7865,SRV303,33VKHYD6343H2Z4,09480041807,02766610311,,Ishita Sampath,Darsh Ramaswamy,REG7,ST0312,Hemangini Mukherjee,LIC38922,abhiram66@example.com
313,ST0313,Chad-Dube - Bangalore,"48/081
Kashyap Path, Noida 021241",Bangalore,Karnataka,033590,+913759609349,SAP0313,FRANCHISE,Central,Standalone,722,B,Gayathri Seshadri,uparmar@example.net,RSM3374,Varenya Oza,zaitra46@example.net,ASM4541,SRV724,24FMLEO4181U6Z5,09062788757,+911951948189,,Chatura Chauhan,,REG10,ST0313,Bachittar Naik,LIC17818,bachittarboase@example.org
314,ST0314,Ranganathan Group - Jaipur,"04/33
Parmer Circle, Hazaribagh 170498",Jaipur,Rajasthan,473645,4699221437,SAP0314,FLAGSHIP,North,Standalone,2378,B,Priya Wagle,nagarchameli@example.org,RSM3804,Aahana Sahni,daksheshrastogi@example.net,ASM6629,SRV325,19TFZZU3784S9Z4,+911607093220,+917252059047,1979-09-24,Triveni Raj,Ekansh Tak,REG8,ST0314,Farhan Nagi,LIC38369,goyalagastya@example.org
